month,temperature,precipitation,city,vraie city,country,Region,Category,Latitude,Longitude,Approximate Annual Tourists,Currency,Majority Religion,Famous Foods,Language,Best Time to Visit,Cost of Living,Safety,Cultural Significance,Description,daily_budget,travel_type,plage & détente,vie nocturne,nature,culture,ville,aventure,safety_score,safety_label,month_weather_score,spring_score,summer_score,autumn_score,winter_score,best_season,image_url,food_name_1,food_image_1,food_name_2,food_image_2,food_name_3,food_image_3,remote_work_score,internet_quality,coworking_score,monthly_remote_budget,digital_nomad_visa,tax_advantage_note,english_friendly,timezone_score,remote_work_summary,remote_housing_estimate,remote_living_estimate,coworking_monthly_estimate,visa_remote_info,visa_source_name,visa_source_url
11,12.825555555555557,3.273333333333333,Rome,ville,Italy,Lazio,City,41.902782,12.496366,14000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","The capital city, known for its historical landmarks like the Colosseum, Vatican City, and Pantheon.","A hub of ancient history and modern culture, with rich traditions, art, and landmarks.",110,Culture | City Break,1,3,2,5,5,2,3,Vigilance modérée,2,3,5,3,2,Été,https://images.unsplash.com/photo-1552832230-c0197dd311b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxSb21lJTIwSXRhbHklMjB0cmF2ZWx8ZW58MHwwfHx8MTc4MTEwMzA3M3ww&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,64.0,3.6,5.0,1820,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Rome ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",790,750,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
12,9.149462365591395,2.0086021505376346,Rome,ville,Italy,Lazio,City,41.902782,12.496366,14000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","The capital city, known for its historical landmarks like the Colosseum, Vatican City, and Pantheon.","A hub of ancient history and modern culture, with rich traditions, art, and landmarks.",110,Culture | City Break,1,3,2,5,5,2,3,Vigilance modérée,2,3,5,3,2,Été,https://images.unsplash.com/photo-1552832230-c0197dd311b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxSb21lJTIwSXRhbHklMjB0cmF2ZWx8ZW58MHwwfHx8MTc4MTEwMzA3M3ww&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,64.0,3.6,5.0,1820,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Rome ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",790,750,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
1,7.455913978494624,3.419354838709677,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,2,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
2,8.172941176470589,3.8835294117647057,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,2,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
3,11.081720430107524,4.630107526881721,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,1,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
4,13.403333333333332,2.805555555555556,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,2,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
5,17.247311827956988,4.251612903225806,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,2,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
6,23.155555555555555,1.6888888888888889,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,5,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
7,25.96021505376344,1.1344086021505375,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,5,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
8,25.94838709677419,1.96989247311828,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,5,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
9,20.607777777777777,3.4744444444444444,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,4,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
10,16.808602150537634,5.450537634408602,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,2,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
11,10.657777777777778,4.2844444444444445,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,1,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
12,7.327956989247312,2.4376344086021504,Florence,ville,Italy,Tuscany,City,43.769581,11.255772,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A Renaissance city famous for its art, architecture, and historical significance.","Home to world-class museums, including the Uffizi Gallery and Michelangelo’s David.",105,Culture | City Break,2,3,2,5,4,2,4,Sûr,2,2,5,2,2,Été,https://images.unsplash.com/photo-1543429257-3eb0b65d9c58?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxGbG9yZW5jZSUyMEl0YWx5JTIwdHJhdmVsfGVufDB8MHx8fDE3ODExMDMwNzN8MA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,67.0,3.6,5.0,1750,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.4,4.2,"Florence ressort comme un hub interessant pour les teletravailleurs : coworking, services urbains et vie locale y sont particulierement solides.",760,710,200,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
1,4.823655913978495,2.3741935483870966,Venice,ville,Italy,Veneto,City,45.435559,12.336196,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A unique city built on canals, known for its gondolas, Piazza San Marco, and Doge's Palace.","An iconic city of water, renowned for romantic gondola rides and historic landmarks.",120,Culture | City Break,2,3,2,4,4,2,4,Sûr,1,2,4,2,2,Été,https://images.unsplash.com/photo-1514890547357-a9ee288728e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxWZW5pY2UlMjBJdGFseSUyMHRyYXZlbHxlbnwwfDB8fHwxNzgxMTAzMDc0fDA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,61.0,3.2,4.1,1950,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.0,4.2,"Venice combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",860,820,190,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
2,6.061176470588236,2.3082352941176474,Venice,ville,Italy,Veneto,City,45.435559,12.336196,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A unique city built on canals, known for its gondolas, Piazza San Marco, and Doge's Palace.","An iconic city of water, renowned for romantic gondola rides and historic landmarks.",120,Culture | City Break,2,3,2,4,4,2,4,Sûr,2,2,4,2,2,Été,https://images.unsplash.com/photo-1514890547357-a9ee288728e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxWZW5pY2UlMjBJdGFseSUyMHRyYXZlbHxlbnwwfDB8fHwxNzgxMTAzMDc0fDA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,61.0,3.2,4.1,1950,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.0,4.2,"Venice combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",860,820,190,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
3,10.002150537634408,3.809677419354839,Venice,ville,Italy,Veneto,City,45.435559,12.336196,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A unique city built on canals, known for its gondolas, Piazza San Marco, and Doge's Palace.","An iconic city of water, renowned for romantic gondola rides and historic landmarks.",120,Culture | City Break,2,3,2,4,4,2,4,Sûr,2,2,4,2,2,Été,https://images.unsplash.com/photo-1514890547357-a9ee288728e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxWZW5pY2UlMjBJdGFseSUyMHRyYXZlbHxlbnwwfDB8fHwxNzgxMTAzMDc0fDA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,61.0,3.2,4.1,1950,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.0,4.2,"Venice combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",860,820,190,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
4,12.982222222222225,2.858888888888889,Venice,ville,Italy,Veneto,City,45.435559,12.336196,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A unique city built on canals, known for its gondolas, Piazza San Marco, and Doge's Palace.","An iconic city of water, renowned for romantic gondola rides and historic landmarks.",120,Culture | City Break,2,3,2,4,4,2,4,Sûr,2,2,4,2,2,Été,https://images.unsplash.com/photo-1514890547357-a9ee288728e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxWZW5pY2UlMjBJdGFseSUyMHRyYXZlbHxlbnwwfDB8fHwxNzgxMTAzMDc0fDA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,61.0,3.2,4.1,1950,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.0,4.2,"Venice combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",860,820,190,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
5,17.156989247311827,6.259139784946237,Venice,ville,Italy,Veneto,City,45.435559,12.336196,10000000,Euro (EUR),Roman Catholic,"Pizza, Pasta, Gelato",Italian,Été,Medium-high,"Generally safe, but watch out for pickpockets","A unique city built on canals, known for its gondolas, Piazza San Marco, and Doge's Palace.","An iconic city of water, renowned for romantic gondola rides and historic landmarks.",120,Culture | City Break,2,3,2,4,4,2,4,Sûr,2,2,4,2,2,Été,https://images.unsplash.com/photo-1514890547357-a9ee288728e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NzQxNTV8MHwxfHNlYXJjaHwxfHxWZW5pY2UlMjBJdGFseSUyMHRyYXZlbHxlbnwwfDB8fHwxNzgxMTAzMDc0fDA&ixlib=rb-4.1.0&q=80&w=1080,Pizza,https://live.staticflickr.com/4046/4342076816_2ae2a0f94d_b.jpg,Pasta,https://live.staticflickr.com/6028/5982571392_64e6fb64ef_b.jpg,Gelato,https://live.staticflickr.com/3256/3088269562_e6bd1e1d77_b.jpg,61.0,3.2,4.1,1950,Visa nomade a verifier,REURgime fiscal EUR EURtudier avec un expert avant dEURpart.,3.0,4.2,"Venice combine un budget mensuel estime plus adapte au long sejour, une base urbaine pratique et un cadre viable pour travailler a distance.",860,820,190,"Cadre possible pour travailleurs qualifies a distance, conditions a verifier au consulat.",Consulat / autorites italiennes,
